N_img,x_wp,y_wp,class
img47,273,706,1
img47,597,72,0
img47,284,710,1
img47,610,77,0
img47,304,697,1
img47,627,70,0
img47,316,700,1
img47,639,74,0
img47,333,693,1
img47,652,77,0
img47,350,689,1
img47,668,73,0
img47,364,688,1
img47,679,78,0
img47,379,686,1
img47,694,77,0
img47,393,687,1
img47,709,73,0
img47,409,680,1
img47,722,75,0
img47,430,666,1
img47,730,87,0
img47,443,669,1
img47,727,122,0
img47,456,671,1
img47,729,146,0
img47,475,663,1
img47,731,174,0
img47,491,660,1
img47,729,205,0
img47,510,650,1
img48,732,55,0
img48,54,404,1
img48,747,61,0
img48,55,417,1
img48,748,74,0
img48,58,430,1
img48,742,90,0
img48,61,442,1
img48,743,103,0
img48,61,454,1
img48,739,119,0
img48,59,468,1
img48,739,132,0
img48,65,479,1
img48,737,145,0
img48,70,490,1
img48,738,159,0
img48,60,508,1
img48,745,169,0
img48,51,526,1
img48,738,186,0
img48,54,538,1
img48,742,198,0
img48,57,549,1
img48,746,209,0
img48,60,562,1
img48,743,224,0
img48,60,577,1
img48,746,237,0
img48,60,590,1
img48,742,251,0
img48,54,606,1
img48,743,263,0
img48,60,616,1
img48,744,276,0
img48,61,629,1
img48,744,290,0
img48,55,645,1
img48,745,303,0
img48,58,658,1
img48,742,319,0
img48,50,676,1
img48,740,333,0
img48,53,687,1
img48,739,347,0
img48,59,698,1
img48,741,360,0
img48,63,709,1
img48,746,371,0
img48,58,726,1
img48,750,383,0
img48,55,740,1
img48,744,398,0
img48,67,748,1
img49,324,62,0
img49,58,161,1
img49,371,60,0
img49,65,174,1
img49,411,61,0
img49,69,189,1
img49,448,62,0
img49,60,208,1
img49,465,71,0
img49,61,222,1
img49,537,60,0
img49,62,237,1
img49,572,61,0
img49,61,253,1
img49,604,64,0
img49,64,267,1
img49,639,67,0
img49,64,283,1
img49,703,59,0
img49,61,299,1
img49,734,61,0
img49,79,307,1
img49,738,74,0
img49,84,320,1
img49,738,90,0
img49,57,346,1
img49,735,107,0
img49,66,358,1
img49,737,122,0
img49,69,372,1
img49,734,137,0
img49,63,388,1
img49,733,154,0
img49,66,404,1
img49,740,167,0
img49,65,419,1
img49,745,180,0
img49,61,436,1
img49,741,196,0
img49,65,449,1
img49,736,214,0
img49,66,465,1
img49,736,229,0
img49,64,480,1
img49,742,243,0
img49,64,496,1
img49,746,256,0
img49,60,513,1
img49,737,276,0
img49,64,528,1
img49,738,291,0
img49,66,543,1
img49,742,303,0
img49,64,558,1
img49,736,320,0
img49,68,572,1
img49,730,338,0
img49,59,590,1
img49,728,353,0
img49,59,604,1
img49,734,367,0
img49,62,619,1
img49,734,382,0
img49,65,634,1
img49,739,396,0
img49,67,648,1
img49,740,411,0
img49,65,664,1
img49,735,428,0
img49,62,681,1
img49,735,444,0
img49,62,696,1
img49,734,460,0
img49,61,712,1
img49,732,477,0
img49,61,729,1
img49,735,490,0
img49,66,741,1
img49,736,505,0
img49,102,741,1
img49,733,521,0
img49,154,737,1
img49,736,535,0
img49,187,741,1
img49,741,548,0
img49,226,742,1
img49,740,564,0
img49,263,743,1
img49,740,578,0
img49,303,743,1
img49,739,595,0
img49,350,741,1
img49,736,612,0
img49,388,743,1
img49,736,628,0
img49,440,739,1
img49,725,648,0
img49,478,740,1
img50,278,92,0
img50,109,449,1
img50,292,87,0
img50,103,489,1
img50,300,96,0
img50,96,529,1
img50,311,99,0
img50,89,570,1
img50,324,97,0
img50,84,604,1
img50,334,102,0
img50,81,637,1
img50,349,98,0
img50,86,655,1
img50,360,99,0
img50,96,658,1
img50,371,99,0
img50,106,660,1
img50,381,103,0
img50,120,658,1
img50,393,104,0
img50,131,660,1
img50,406,104,0
img50,142,664,1
img50,416,108,0
img50,152,667,1
img50,427,111,0
img50,165,667,1
img50,442,106,0
img50,176,670,1
img50,455,106,0
img50,189,669,1
img50,465,110,0
img50,200,670,1
img50,475,114,0
img50,213,670,1
img50,488,112,0
img50,224,672,1
img50,498,117,0
img50,236,671,1
img50,512,117,0
img50,248,673,1
img50,523,118,0
img50,259,675,1
img50,532,122,0
img50,271,676,1
img50,544,122,0
img50,281,680,1
img50,556,122,0
img50,293,683,1
img50,568,122,0
img50,302,687,1
img50,579,126,0
img50,315,686,1
img50,594,119,0
img50,327,687,1
img50,603,127,0
img50,340,683,1
img50,614,129,0
img50,351,688,1
img50,627,126,0
img50,362,691,1
img50,641,126,0
img50,374,693,1
img50,651,129,0
img50,383,695,1
img50,661,132,0
img50,394,698,1
img50,672,135,0
img50,407,696,1
img50,683,140,0
img50,421,694,1
img50,698,135,0
img50,431,699,1
img50,710,134,0
img50,440,704,1
img50,720,136,0
img50,454,701,1
img50,716,169,0
img50,464,705,1
img50,698,233,0
img50,477,705,1
img50,690,276,0
img50,488,706,1
img50,672,342,0
img50,498,711,1
img50,667,377,0
img50,507,716,1
img50,648,440,0
img50,519,717,1
img51,245,64,0
img51,62,370,1
img51,263,62,0
img51,57,406,1
img51,276,68,0
img51,59,429,1
img51,287,74,0
img51,59,454,1
img51,308,61,0
img51,59,478,1
img51,324,62,0
img51,59,504,1
img51,343,56,0
img51,64,521,1
img51,358,57,0
img51,59,555,1
img51,371,59,0
img51,61,577,1
img51,376,79,0
img51,60,604,1
img51,389,84,0
img51,62,627,1
img51,418,63,0
img51,62,654,1
img51,431,65,0
img51,62,681,1
img51,446,67,0
img51,64,702,1
img51,461,66,0
img51,63,729,1
img51,475,67,0
img51,84,722,1
img51,494,62,0
img51,94,727,1
img51,509,63,0
img51,104,739,1
img51,523,67,0
img51,120,739,1
img51,536,70,0
img51,138,736,1
img51,555,64,0
img51,154,736,1
img51,570,64,0
img51,166,741,1
img51,588,60,0
img51,180,742,1
img51,602,64,0
img51,201,732,1
img51,619,61,0
img51,215,736,1
img51,633,63,0
img51,228,739,1
img51,645,68,0
img51,242,742,1
img51,661,70,0
img51,260,735,1
img51,678,65,0
img51,274,739,1
img51,695,65,0
img51,291,737,1
img51,710,66,0
img51,309,734,1
img51,726,64,0
img51,324,735,1
img51,736,71,0
img51,341,732,1
img51,740,90,0
img51,354,734,1
img51,736,123,0
img51,369,735,1
img51,739,143,0
img51,384,736,1
img51,736,173,0
img51,401,734,1
img51,740,194,0
img51,416,737,1
img51,737,224,0
img51,432,735,1
img51,739,247,0
img51,446,738,1
img51,743,267,0
img51,462,735,1
img51,738,300,0
img51,478,735,1
img51,736,330,0
img51,494,734,1
img51,740,348,0
img51,508,735,1
img51,739,376,0
img51,520,742,1
img51,739,401,0
img51,540,732,1
img51,722,456,0
img51,556,732,1
img52,87,65,0
img52,186,734,1
img52,110,70,0
img52,207,733,1
img52,133,68,0
img52,233,737,1
img52,162,69,0
img52,259,730,1
img52,188,72,0
img52,284,732,1
img52,211,74,0
img52,308,729,1
img52,239,75,0
img52,336,728,1
img52,263,66,0
img52,361,737,1
img52,288,70,0
img52,385,728,1
img52,315,64,0
img52,413,732,1
img52,340,64,0
img52,439,734,1
img52,363,65,0
img52,461,738,1
img52,389,76,0
img52,485,729,1
img52,415,73,0
img52,513,727,1
img52,440,68,0
img52,538,730,1
img52,464,73,0
img52,561,731,1
img52,492,74,0
img52,588,731,1
img52,518,69,0
img52,617,734,1
img52,542,68,0
img52,641,734,1
img52,568,72,0
img52,666,736,1
img52,595,74,0
img52,692,735,1
img52,620,64,0
img52,720,737,1
img53,228,51,0
img53,57,355,1
img53,242,56,0
img53,55,386,1
img53,262,48,0
img53,57,410,1
img53,276,54,0
img53,58,439,1
img53,295,51,0
img53,63,459,1
img53,310,51,0
img53,60,492,1
img53,326,53,0
img53,64,517,1
img53,341,56,0
img53,61,552,1
img53,360,51,0
img53,61,578,1
img53,378,47,0
img53,61,607,1
img53,393,51,0
img53,65,630,1
img53,404,59,0
img53,66,656,1
img53,421,61,0
img53,66,686,1
img53,444,48,0
img53,62,724,1
img53,458,52,0
img53,67,745,1
img53,473,55,0
img53,86,741,1
img53,492,52,0
img53,103,740,1
img53,508,54,0
img53,124,730,1
img53,522,57,0
img53,143,726,1
img53,538,58,0
img53,166,714,1
img53,558,52,0
img53,183,714,1
img53,573,53,0
img53,203,707,1
img53,587,58,0
img53,227,694,1
img53,604,57,0
img53,241,699,1
img53,620,56,0
img53,264,686,1
img53,638,55,0
img53,281,685,1
img53,657,54,0
img53,303,677,1
img53,674,51,0
img53,321,674,1
img53,686,56,0
img53,341,667,1
img53,694,71,0
img53,359,665,1
img53,680,126,0
img53,376,664,1
img53,692,136,0
img53,398,655,1
img53,702,148,0
img53,423,640,1
img53,704,171,0
img53,439,639,1
img53,707,195,0
img53,456,640,1
img53,711,219,0
img53,476,634,1
img53,711,248,0
img53,498,623,1
img53,715,269,0
img53,513,624,1
img53,717,294,0
img53,537,611,1
img53,717,324,0
img53,558,605,1
img53,724,341,0
img53,577,600,1
img53,730,359,0
img53,596,595,1
img53,729,390,0
img53,613,594,1
img53,734,409,0
img53,631,591,1
img53,735,437,0
img53,654,580,1
img53,741,454,0
img53,673,574,1
img54,477,97,0
img54,92,493,1
img54,488,104,0
img54,96,506,1
img54,533,78,0
img54,103,519,1
img54,551,77,0
img54,98,541,1
img54,577,68,0
img54,101,557,1
img54,601,63,0
img54,105,571,1
img54,621,61,0
img54,103,592,1
img54,642,60,0
img54,109,605,1
img54,649,72,0
img54,108,624,1
img54,654,86,0
img54,115,636,1
img54,638,119,0
img54,110,660,1
img54,645,129,0
img54,114,673,1
img54,659,134,0
img54,120,686,1
img54,660,153,0
img54,122,703,1
img54,662,170,0
img54,125,720,1
img54,666,185,0
img54,124,740,1
img54,674,194,0
img54,137,745,1
img54,674,213,0
img54,161,739,1
img54,681,224,0
img54,176,741,1
img54,678,248,0
img54,213,722,1
img54,682,263,0
img54,239,716,1
img54,685,278,0
img54,253,720,1
img54,686,295,0
img54,279,712,1
img54,693,307,0
img54,310,700,1
img54,697,322,0
img54,326,702,1
img55,93,570,0
img55,433,708,1
img55,85,552,0
img55,471,707,1
img55,85,538,0
img55,493,702,1
img55,86,523,0
img55,527,702,1
img55,87,510,0
img55,556,699,1
img55,89,498,0
img55,582,697,1
img55,89,483,0
img55,609,693,1
img55,81,465,0
img55,647,694,1
img55,81,451,0
img55,656,683,1
img55,80,437,0
img55,711,691,1
img55,82,423,0
img55,727,683,1
img55,85,409,0
img55,733,671,1
img55,86,396,0
img55,732,657,1
img55,83,380,0
img55,728,640,1
img55,81,364,0
img55,727,625,1
img55,79,349,0
img55,729,613,1
img55,83,337,0
img55,730,600,1
img55,77,319,0
img55,730,585,1
img55,81,306,0
img55,726,568,1
img55,83,293,0
img55,726,553,1
img55,79,278,0
img55,728,539,1
img55,79,264,0
img55,728,526,1
img55,76,248,0
img55,728,512,1
img55,77,234,0
img55,728,498,1
img55,79,220,0
img55,723,481,1
img55,76,204,0
img55,717,463,1
img55,74,190,0
img55,721,450,1
img55,76,176,0
img55,727,439,1
img55,75,161,0
img55,721,422,1
img55,76,147,0
img55,718,407,1
img55,74,132,0
img55,718,393,1
img55,79,119,0
img55,718,378,1
img55,101,113,0
img55,717,363,1
img55,133,112,0
img55,715,348,1
img55,162,111,0
img55,718,335,1
img55,193,109,0
img55,719,321,1
img55,222,105,0
img55,718,306,1
img55,259,106,0
img55,721,293,1
img55,290,105,0
img55,714,276,1
img55,319,101,0
img55,715,261,1
img55,351,99,0
img55,718,249,1
img55,381,99,0
img55,715,234,1
img56,54,410,0
img56,404,745,1
img56,56,380,0
img56,438,746,1
img56,56,350,0
img56,469,745,1
img56,57,322,0
img56,494,740,1
img56,61,297,0
img56,523,741,1
img56,55,265,0
img56,552,743,1
img56,59,240,0
img56,583,744,1
img56,62,216,0
img56,614,744,1
img56,73,197,0
img56,643,743,1
img56,57,157,0
img56,673,747,1
img56,56,126,0
img56,698,744,1
img56,54,98,0
img56,728,745,1
img56,61,79,0
img56,746,735,1
img56,76,63,0
img56,741,700,1
img56,108,60,0
img56,745,671,1
img56,133,57,0
img56,736,635,1
img56,162,59,0
img56,743,615,1
img56,189,58,0
img56,748,594,1
img56,217,54,0
img56,741,557,1
img56,247,54,0
img56,743,531,1
img56,276,54,0
img56,748,508,1
img56,310,57,0
img56,746,475,1
img56,341,60,0
img56,744,446,1
img56,367,57,0
img56,741,416,1
img56,390,53,0
img56,745,392,1
img57,711,183,0
img57,95,264,1
img57,715,194,0
img57,93,276,1
img57,720,203,0
img57,92,287,1
img57,718,215,0
img57,95,298,1
img57,718,226,0
img57,97,310,1
img57,721,237,0
img57,99,320,1
img57,715,250,0
img57,93,334,1
img57,715,262,0
img57,102,343,1
img57,715,273,0
img57,106,353,1
img57,714,284,0
img57,102,365,1
img57,718,296,0
img57,99,378,1
img57,721,306,0
img57,99,389,1
img57,721,317,0
img57,101,400,1
img57,719,329,0
img57,105,412,1
img57,721,340,0
img57,107,423,1
img57,715,353,0
img57,109,433,1
img57,718,365,0
img57,107,445,1
img57,722,374,0
img57,111,456,1
img57,718,388,0
img57,113,468,1
img57,719,399,0
img57,118,479,1
img57,724,409,0
img57,117,491,1
img57,723,420,0
img57,114,502,1
img57,727,431,0
img57,117,513,1
img57,719,442,0
img57,117,524,1
img57,718,455,0
img57,120,535,1
img57,708,468,0
img57,116,548,1
img57,678,482,0
img57,114,559,1
img57,637,499,0
img57,121,569,1
img57,605,516,0
img57,123,579,1
img57,557,534,0
img57,125,592,1
img57,521,550,0
img57,124,604,1
img57,488,566,0
img57,121,615,1
img58,743,82,0
img58,77,92,1
img58,739,98,0
img58,76,106,1
img58,743,115,0
img58,75,123,1
img58,742,132,0
img58,75,141,1
img58,735,147,0
img58,68,156,1
img58,737,165,0
img58,71,173,1
img58,726,182,0
img58,68,190,1
img58,724,198,0
img58,67,207,1
img58,734,215,0
img58,68,224,1
img58,738,231,0
img58,65,240,1
img58,732,247,0
img58,68,257,1
img58,730,264,0
img58,66,274,1
img58,731,279,0
img58,62,288,1
img58,732,297,0
img58,64,305,1
img58,733,314,0
img58,65,321,1
img58,729,328,0
img58,65,336,1
img58,726,344,0
img58,67,353,1
img58,724,362,0
img58,68,371,1
img58,722,380,0
img58,65,388,1
img58,724,398,0
img58,61,406,1
img58,718,414,0
img58,61,422,1
img58,718,428,0
img58,62,437,1
img58,722,444,0
img58,64,453,1
img58,720,463,0
img58,70,471,1
img58,718,479,0
img58,68,488,1
img58,715,494,0
img58,61,503,1
img58,715,511,0
img58,64,519,1
img58,714,528,0
img58,64,536,1
img58,712,544,0
img58,59,553,1
img58,711,559,0
img58,58,568,1
img58,708,577,0
img58,61,585,1
img58,714,595,0
img58,60,603,1
img58,706,611,0
img58,64,619,1
img58,704,627,0
img58,62,636,1
img58,705,642,0
img58,56,651,1
img58,704,658,0
img58,55,666,1
img58,701,675,0
img58,51,683,1
img58,699,692,0
img58,52,700,1
img58,701,710,0
img58,50,718,1
img59,156,79,0
img59,81,153,1
img59,192,90,0
img59,87,194,1
img59,244,83,0
img59,78,246,1
img59,287,80,0
img59,84,281,1
img59,330,79,0
img59,80,327,1
img59,370,86,0
img59,88,365,1
img59,417,81,0
img59,78,415,1
img59,453,86,0
img59,87,446,1
img59,501,85,0
img59,86,493,1
img59,546,88,0
img59,88,539,1
img59,595,84,0
img59,84,588,1
img59,638,80,0
img59,79,632,1
img59,676,83,0
img59,81,668,1
img59,710,93,0
img59,92,703,1
img59,720,127,0
img59,118,720,1
img59,712,176,0
img59,164,716,1
img59,722,211,0
img59,211,715,1
img59,714,263,0
img59,258,713,1
img59,713,312,0
img59,300,719,1
img59,721,342,0
img59,342,717,1
img59,715,385,0
img59,375,722,1
img59,713,430,0
img59,425,715,1
img59,719,469,0
img59,469,717,1
img59,715,516,0
img59,508,722,1
img59,712,567,0
img59,566,710,1
img59,720,605,0
img59,606,717,1
img59,716,651,0
img59,651,717,1
img60,62,392,0
img60,382,649,1
img60,67,378,0
img60,419,659,1
img60,70,361,0
img60,458,672,1
img60,72,343,0
img60,498,684,1
img60,73,326,0
img60,535,696,1
img60,70,305,0
img60,561,700,1
img60,78,293,0
img60,601,714,1
img60,85,281,0
img60,644,728,1
img60,72,249,0
img60,677,733,1
img60,69,229,0
img60,686,724,1
img60,73,213,0
img60,687,707,1
img60,74,195,0
img60,691,689,1
img60,74,176,0
img60,685,666,1
img60,74,159,0
img60,686,649,1
img60,78,144,0
img60,690,633,1
img60,80,126,0
img60,688,614,1
img60,75,105,0
img60,692,597,1
img60,82,89,0
img60,700,583,1
img60,76,66,0
img60,701,566,1
img60,93,62,0
img60,697,545,1
img60,114,59,0
img60,701,528,1
img60,142,61,0
img60,707,513,1
img60,164,60,0
img60,699,487,1
img60,191,62,0
img60,704,473,1
img60,213,62,0
img60,709,460,1
img60,242,66,0
img60,709,442,1
img60,259,62,0
img60,711,423,1
img60,289,65,0
img60,709,400,1
img60,315,65,0
img60,712,382,1
img61,300,659,0
img61,555,673,1
img61,280,645,0
img61,559,660,1
img61,232,629,0
img61,566,648,1
img61,195,614,0
img61,569,636,1
img61,156,599,0
img61,571,623,1
img61,122,584,0
img61,577,610,1
img61,88,569,0
img61,576,598,1
img61,59,554,0
img61,581,585,1
img61,59,542,0
img61,583,573,1
img61,57,530,0
img61,587,561,1
img61,60,517,0
img61,592,548,1
img61,60,504,0
img61,602,536,1
img61,65,491,0
img61,604,523,1
img61,68,478,0
img61,608,510,1
img61,67,465,0
img61,614,498,1
img61,75,453,0
img61,617,484,1
img61,75,439,0
img61,618,472,1
img61,80,427,0
img61,619,459,1
img61,84,414,0
img61,629,448,1
img61,83,401,0
img61,635,435,1
img61,83,389,0
img61,639,422,1
img61,88,376,0
img61,638,408,1
img61,87,363,0
img61,642,396,1
img61,93,351,0
img61,646,383,1
img61,93,338,0
img61,649,370,1
img61,97,325,0
img61,645,357,1
img61,97,311,0
img61,648,344,1
img61,103,299,0
img61,659,333,1
img61,106,287,0
img61,663,320,1
img61,107,275,0
img61,669,308,1
img61,110,262,0
img61,669,295,1
img61,109,248,0
img61,674,282,1
img61,111,236,0
img61,678,269,1
img61,110,222,0
img61,678,256,1
img61,110,210,0
img61,688,244,1
img61,114,197,0
img61,690,231,1
img61,116,184,0
img61,695,219,1
img61,122,172,0
img61,705,208,1
img61,126,159,0
img61,707,193,1
img61,126,147,0
img61,712,181,1
img61,133,134,0
img61,717,169,1
img61,151,121,0
img61,717,155,1
img62,118,67,0
img62,113,734,1
img62,136,62,0
img62,130,741,1
img62,151,66,0
img62,145,736,1
img62,166,66,0
img62,161,737,1
img62,181,67,0
img62,177,741,1
img62,199,67,0
img62,193,746,1
img62,215,65,0
img62,210,746,1
img62,231,65,0
img62,226,745,1
img62,247,65,0
img62,243,740,1
img62,265,62,0
img62,260,737,1
img62,281,62,0
img62,275,738,1
img62,296,61,0
img62,290,739,1
img62,314,67,0
img62,308,734,1
img62,331,66,0
img62,326,736,1
img62,346,66,0
img62,341,736,1
img62,364,67,0
img62,359,732,1
img62,380,61,0
img62,374,735,1
img62,396,60,0
img62,390,736,1
img62,410,61,0
img62,405,739,1
img62,427,62,0
img62,421,737,1
img62,444,64,0
img62,439,736,1
img62,461,61,0
img62,456,738,1
img62,478,60,0
img62,473,738,1
img62,494,61,0
img62,488,737,1
img62,509,60,0
img62,504,736,1
img62,525,58,0
img62,519,727,1
img62,543,67,0
img62,537,726,1
img62,558,66,0
img62,553,739,1
img62,573,65,0
img62,568,740,1
img62,590,67,0
img62,586,735,1
img62,608,64,0
img62,602,735,1
img62,623,66,0
img62,617,739,1
img62,638,69,0
img62,633,738,1
img62,656,67,0
img62,651,740,1
img62,673,66,0
img62,667,739,1
img62,689,65,0
img62,683,744,1
img63,68,601,0
img63,676,712,1
img63,68,573,0
img63,682,685,1
img63,77,548,0
img63,681,658,1
img63,76,520,0
img63,687,632,1
img63,77,497,0
img63,690,609,1
img63,85,468,0
img63,692,579,1
img63,84,441,0
img63,696,552,1
img63,88,412,0
img63,689,522,1
img63,90,381,0
img63,697,492,1
img63,91,357,0
img63,707,469,1
img63,95,330,0
img63,706,443,1
img63,95,303,0
img63,706,414,1
img63,101,277,0
img63,704,386,1
img63,96,248,0
img63,711,359,1
img63,105,221,0
img63,707,331,1
img63,107,194,0
img63,716,305,1
img63,108,167,0
img63,722,278,1
img63,107,137,0
img63,722,249,1
img63,114,111,0
img63,729,222,1
img63,123,87,0
img63,729,197,1
img64,62,421,0
img64,407,715,1
img64,63,405,0
img64,423,711,1
img64,59,386,0
img64,432,703,1
img64,64,373,0
img64,460,710,1
img64,63,355,0
img64,486,714,1
img64,63,336,0
img64,503,710,1
img64,76,329,0
img64,522,708,1
img64,84,320,0
img64,542,710,1
img64,60,284,0
img64,559,708,1
img64,59,265,0
img64,576,704,1
img64,61,249,0
img64,591,699,1
img64,55,227,0
img64,610,699,1
img64,60,214,0
img64,629,698,1
img64,58,196,0
img64,648,697,1
img64,60,179,0
img64,664,694,1
img64,59,160,0
img64,691,698,1
img64,57,144,0
img64,708,697,1
img64,66,134,0
img64,723,693,1
img64,87,135,0
img64,733,684,1
img64,104,132,0
img64,743,675,1
img64,121,128,0
img64,738,653,1
img64,137,124,0
img64,738,637,1
img64,157,125,0
img64,738,618,1
img64,172,119,0
img64,740,601,1
img64,191,118,0
img64,739,585,1
img64,206,115,0
img64,738,568,1
img64,225,113,0
img64,726,540,1
img64,247,114,0
img64,732,528,1
img64,262,111,0
img64,722,504,1
img64,273,104,0
img64,719,484,1
img64,296,105,0
img64,719,466,1
img64,315,104,0
img64,727,455,1
img64,329,99,0
img64,721,433,1
img64,347,96,0
img64,720,415,1
img64,367,97,0
img64,718,396,1
img64,385,96,0
img64,716,377,1
img64,403,92,0
img64,718,361,1
img65,427,82,0
img65,79,309,1
img65,448,81,0
img65,85,320,1
img65,471,80,0
img65,81,337,1
img65,490,82,0
img65,85,349,1
img65,524,75,0
img65,89,361,1
img65,547,74,0
img65,92,373,1
img65,566,77,0
img65,95,386,1
img65,597,71,0
img65,97,401,1
img65,624,67,0
img65,96,415,1
img65,641,70,0
img65,99,427,1
img65,662,71,0
img65,94,444,1
img65,692,66,0
img65,93,458,1
img65,716,63,0
img65,94,472,1
img65,734,66,0
img65,97,483,1
img65,713,94,0
img65,98,498,1
img65,719,104,0
img65,104,509,1
img65,727,115,0
img65,104,524,1
img65,728,129,0
img65,105,537,1
img65,732,141,0
img65,103,553,1
img65,729,157,0
img65,107,564,1
img65,731,170,0
img65,110,578,1
img65,734,181,0
img65,108,593,1
img65,731,199,0
img65,113,604,1
img65,733,211,0
img65,110,621,1
img65,732,226,0
img65,111,635,1
img65,727,244,0
img65,113,648,1
img65,731,255,0
img65,111,663,1
img65,735,267,0
img65,113,677,1
img65,730,284,0
img65,111,691,1
img65,734,296,0
img65,114,703,1
img65,733,311,0
img65,116,717,1
img65,735,325,0
img65,121,728,1
img65,736,339,0
img65,135,733,1
img65,738,352,0
img65,161,729,1
img65,736,366,0
img65,187,727,1
img65,736,381,0
img65,229,713,1
img65,736,396,0
img65,255,711,1
img65,736,410,0
img65,293,702,1
img65,732,428,0
img65,322,697,1
img65,734,440,0
img65,353,691,1
img65,738,452,0
img65,378,688,1
img65,731,471,0
img65,408,683,1
img65,734,483,0
img65,444,675,1
img66,99,372,0
img66,374,738,1
img66,102,347,0
img66,400,742,1
img66,105,321,0
img66,417,736,1
img66,110,300,0
img66,439,738,1
img66,106,268,0
img66,459,738,1
img66,112,248,0
img66,475,729,1
img66,113,217,0
img66,502,735,1
img66,111,186,0
img66,521,730,1
img66,114,163,0
img66,537,722,1
img66,117,138,0
img66,568,736,1
img66,118,114,0
img66,589,738,1
img66,124,92,0
img66,608,734,1
img66,131,72,0
img66,635,740,1
img66,173,102,0
img66,656,740,1
img66,190,95,0
img66,674,737,1
img66,220,103,0
img66,690,728,1
img66,248,112,0
img66,704,718,1
img66,275,123,0
img66,705,694,1
img66,310,138,0
img66,707,663,1
img66,337,141,0
img66,703,627,1
img66,364,151,0
img66,711,610,1
img66,408,181,0
img66,711,584,1
img66,422,173,0
img66,717,565,1
img66,442,173,0
img66,719,541,1
img66,477,191,0
img66,717,509,1
img66,513,207,0
img66,714,474,1
img66,538,211,0
img66,723,456,1
img67,163,193,0
img67,76,311,1
img67,186,186,0
img67,81,330,1
img67,212,175,0
img67,86,345,1
img67,234,168,0
img67,91,362,1
img67,250,170,0
img67,93,383,1
img67,271,165,0
img67,101,397,1
img67,300,148,0
img67,104,416,1
img67,318,146,0
img67,103,440,1
img67,338,142,0
img67,106,458,1
img67,357,142,0
img67,110,478,1
img67,383,131,0
img67,115,495,1
img67,408,119,0
img67,119,514,1
img67,428,115,0
img67,123,530,1
img67,445,115,0
img67,128,549,1
img67,473,103,0
img67,131,567,1
img67,496,96,0
img67,135,587,1
img67,517,91,0
img67,138,607,1
img67,540,83,0
img67,146,619,1
img67,555,83,0
img67,144,643,1
img67,567,90,0
img67,152,656,1
img67,602,67,0
img67,153,680,1
img67,615,75,0
img67,155,702,1
img67,622,89,0
img67,158,720,1
img67,627,105,0
img67,166,732,1
img67,626,130,0
img67,177,742,1
img67,631,145,0
img67,191,744,1
img67,634,165,0
img67,213,740,1
img67,639,180,0
img67,229,741,1
img67,639,205,0
img67,250,737,1
img67,642,226,0
img67,270,733,1
img67,650,239,0
img67,288,733,1
img67,652,258,0
img67,306,730,1
img67,654,280,0
img67,324,731,1
img67,663,293,0
img67,344,726,1
img67,666,313,0
img67,360,730,1
img67,667,336,0
img67,381,723,1
img67,670,354,0
img67,394,729,1
img67,676,368,0
img67,413,726,1
img67,659,416,0
img67,430,727,1
img67,669,425,0
img67,451,721,1
img67,687,423,0
img67,467,723,1
img67,685,449,0
img67,484,724,1
img67,687,472,0
img67,505,720,1
img67,692,487,0
img67,519,722,1
img67,696,504,0
img67,537,721,1
img67,702,520,0
img67,558,717,1
img68,89,91,0
img68,207,742,1
img68,103,80,0
img68,221,735,1
img68,119,76,0
img68,240,741,1
img68,133,73,0
img68,253,741,1
img68,149,79,0
img68,268,734,1
img68,166,79,0
img68,285,738,1
img68,181,76,0
img68,302,742,1
img68,194,68,0
img68,315,741,1
img68,210,76,0
img68,328,726,1
img68,226,73,0
img68,344,726,1
img68,240,68,0
img68,362,739,1
img68,258,76,0
img68,377,738,1
img68,273,76,0
img68,391,736,1
img68,287,72,0
img68,407,735,1
img68,302,71,0
img68,422,735,1
img68,319,74,0
img68,437,732,1
img68,334,71,0
img68,454,735,1
img68,348,71,0
img68,468,735,1
img68,363,71,0
img68,480,722,1
img68,378,69,0
img68,496,720,1
img68,393,70,0
img68,515,732,1
img68,410,72,0
img68,530,734,1
img68,424,69,0
img68,545,735,1
img68,439,66,0
img68,561,736,1
img68,456,67,0
img68,578,737,1
img68,470,64,0
img68,592,733,1
img68,486,67,0
img68,606,726,1
img68,502,61,0
img68,623,732,1
img68,515,61,0
img68,637,733,1
img68,532,62,0
img68,651,726,1
img68,548,58,0
img68,668,724,1
img68,565,64,0
img68,684,724,1
img68,579,61,0
img68,700,723,1
img68,592,55,0
img68,713,722,1
img69,87,534,0
img69,709,696,1
img69,82,513,0
img69,715,678,1
img69,84,494,0
img69,713,657,1
img69,83,474,0
img69,717,638,1
img69,89,456,0
img69,707,616,1
img69,87,433,0
img69,711,595,1
img69,87,412,0
img69,718,576,1
img69,82,392,0
img69,722,557,1
img69,83,372,0
img69,719,536,1
img69,83,351,0
img69,711,512,1
img69,82,329,0
img69,714,491,1
img69,82,307,0
img69,718,470,1
img69,84,285,0
img69,717,449,1
img69,86,267,0
img69,717,429,1
img69,87,249,0
img69,714,410,1
img69,91,227,0
img69,709,386,1
img69,86,203,0
img69,715,365,1
img69,85,182,0
img69,718,346,1
img69,84,164,0
img69,721,328,1
img69,92,145,0
img69,718,307,1
img69,90,124,0
img69,712,284,1
